age,income,loan_amount,credit_history_years,existing_loans,employment_years,debt_to_income,default
23,54477.48,11126.69,20,1,23,0.204,0
52,54506.64,27789.13,5,4,8,0.51,1
30,83419.83,9070.51,5,4,7,0.109,0
30,58473.67,26279.04,21,3,6,0.449,1
39,65679.28,15268.51,18,2,24,0.232,0
54,41707.69,7973.38,19,3,26,0.191,0
53,68880.12,26305.71,14,3,16,0.382,1
43,40752.95,5348.2,18,0,10,0.131,0
48,58228.97,8632.22,1,1,3,0.148,0
52,22572.66,18919.36,7,0,3,0.838,1
27,53324.68,15646.54,6,1,4,0.293,1
49,30492.4,17191.71,7,3,7,0.564,1
28,68720.71,12053.45,12,1,9,0.175,0
21,67517.53,5404.85,21,2,16,0.08,0
23,40667.45,9781.95,14,2,5,0.241,0
44,90991.5,25563.19,11,3,8,0.281,1
43,44282.43,4304.15,14,4,9,0.097,0
28,17759.62,28155.74,13,2,7,1.585,1
57,34417.64,17526.87,6,3,14,0.509,1
23,29117.18,10225.56,16,0,17,0.351,0
53,57592.04,1000.0,4,4,22,0.017,0
48,25292.74,1000.0,19,2,4,0.04,0
28,39215.72,12152.93,9,3,17,0.31,0
54,56291.04,11183.65,18,3,26,0.199,0
55,52772.92,15941.99,17,0,0,0.302,0
52,49747.12,28753.15,24,0,1,0.578,1
44,52520.01,19300.75,23,4,26,0.367,0
34,42590.0,13970.49,9,2,9,0.328,0
52,17924.96,24734.75,1,3,5,1.38,1
63,42063.24,16205.23,5,4,26,0.385,0
36,59375.0,27797.67,2,4,27,0.468,1
24,47261.3,9623.31,18,0,23,0.204,0
57,57829.77,5817.67,4,3,18,0.101,0
41,38264.34,1000.0,6,1,20,0.026,0
34,69886.72,14156.71,6,0,10,0.203,0
51,10000.0,5122.87,9,3,17,0.512,0
38,52828.81,5009.57,0,4,27,0.095,0
27,76977.61,23274.56,10,4,15,0.302,1
30,79953.97,1223.19,22,2,7,0.015,0
27,45363.48,15828.47,6,1,3,0.349,1
53,23476.04,14334.14,5,0,10,0.611,1
43,77329.46,15737.05,5,2,9,0.204,0
41,48962.7,26072.82,12,2,15,0.533,1
39,46820.61,8394.47,15,1,11,0.179,0
39,32142.91,26079.59,12,0,21,0.811,1
56,25002.25,1000.0,1,0,2,0.04,0
49,61277.26,20205.93,18,4,10,0.33,0
38,63397.43,26810.99,18,0,23,0.423,0
22,54030.88,1000.0,18,2,15,0.019,0
21,34719.08,14716.86,17,4,23,0.424,0
25,28700.02,14066.15,24,0,2,0.49,0
40,21355.03,15574.79,5,1,27,0.729,0
31,38789.1,28692.46,1,2,24,0.74,1
62,29882.93,8890.95,18,3,9,0.298,0
22,15813.81,5523.93,5,1,28,0.349,0
23,63026.9,15632.98,19,1,20,0.248,0
43,23618.72,23994.51,22,0,15,1.016,1
32,69678.45,19469.08,21,4,25,0.279,0
40,57881.43,15274.58,14,4,24,0.264,0
25,55886.82,13166.15,5,2,6,0.236,0
57,83306.18,1000.0,2,0,14,0.012,0
58,24283.95,19686.9,10,4,14,0.811,1
50,67475.44,20642.72,7,3,9,0.306,1
29,44047.15,9461.33,24,0,2,0.215,0
54,101421.4,11282.24,21,0,5,0.111,0
64,42384.11,6614.17,17,4,25,0.156,0
55,39153.83,21944.99,16,1,17,0.56,0
42,58510.72,12073.07,18,0,21,0.206,0
64,45821.83,13805.56,18,1,27,0.301,0
44,34830.74,20034.11,23,2,4,0.575,1
37,30594.46,17615.79,20,2,15,0.576,1
30,79164.09,19506.25,16,4,12,0.246,0
50,26730.77,16398.7,3,2,2,0.613,1
43,54461.75,16576.95,6,4,29,0.304,0
52,71123.68,16501.1,4,4,14,0.232,0
37,72089.9,18623.33,15,1,22,0.258,0
37,37966.95,19012.06,5,1,26,0.501,1
34,45876.3,5202.34,13,2,19,0.113,0
29,41996.13,10222.45,19,1,26,0.243,0
60,19299.62,13373.13,1,0,29,0.693,1
22,60750.35,18614.55,24,3,5,0.306,0
45,50770.07,27779.39,17,0,24,0.547,0
59,78811.7,8494.22,17,0,27,0.108,0
29,33535.9,22029.21,12,4,29,0.657,1
42,71773.93,10448.43,17,3,21,0.146,0
63,73184.68,25964.13,16,4,3,0.355,1
24,50941.43,30298.75,12,1,14,0.595,1
46,10000.0,1015.89,11,1,25,0.102,0
49,39748.65,12389.33,2,3,17,0.312,1
54,85717.42,1000.0,21,2,8,0.012,0
43,55941.12,1481.31,6,1,29,0.026,0
57,63867.99,1979.8,0,0,19,0.031,0
31,48216.67,19992.53,4,3,3,0.415,1
26,45531.14,18495.87,20,3,15,0.406,1
38,12653.11,21409.96,0,1,17,1.692,1
41,65894.78,19863.33,3,1,4,0.301,1
62,71593.62,18880.52,0,4,12,0.264,1
56,30982.75,15894.86,12,4,5,0.513,1
61,46422.9,13952.96,13,0,25,0.301,0
58,43725.17,23156.78,14,3,21,0.53,0
54,58403.07,15098.22,16,2,18,0.259,0
37,39112.73,19201.43,11,2,11,0.491,1
57,68626.82,1000.0,6,3,14,0.015,0
45,51426.49,5599.45,22,0,29,0.109,0
58,10000.0,22841.79,18,4,8,2.284,1
32,58854.41,9652.52,22,4,6,0.164,0
43,69927.02,3837.14,2,4,28,0.055,0
62,26958.77,20130.34,17,2,13,0.747,1
42,58174.54,15010.67,3,2,18,0.258,0
41,86599.19,11744.49,2,0,19,0.136,0
47,52241.33,27072.89,11,2,15,0.518,0
51,72832.58,25699.47,22,1,22,0.353,0
26,41156.9,13497.3,11,2,26,0.328,0
47,49640.71,20779.0,16,4,23,0.419,0
60,45907.57,1000.0,5,0,21,0.022,0
54,42257.59,23746.87,14,3,3,0.562,1
32,47045.56,6307.31,1,3,11,0.134,0
27,17386.36,3382.86,7,0,17,0.195,0
30,43382.4,1000.0,13,1,25,0.023,0
37,76756.13,1000.0,4,3,7,0.013,0
46,30726.2,23642.6,2,4,16,0.769,1
41,28677.33,20049.16,9,3,24,0.699,1
48,51224.25,8873.12,6,3,23,0.173,0
22,52223.66,21839.19,10,4,2,0.418,1
63,57549.29,10240.15,14,2,25,0.178,0
21,47725.23,17589.2,1,1,3,0.369,0
56,51437.28,11141.53,4,4,9,0.217,0
46,42982.3,14040.29,10,4,15,0.327,1
49,24484.08,7734.42,7,0,19,0.316,0
41,48572.16,8921.46,12,1,1,0.184,0
31,64491.94,19352.77,10,2,11,0.3,0
60,60301.09,20638.23,16,4,15,0.342,0
31,15115.16,11687.01,14,2,26,0.773,1
56,55038.51,2795.68,0,4,9,0.051,0
59,32144.61,34769.98,18,4,4,1.082,1
60,77843.28,15293.57,15,0,28,0.196,0
55,56525.4,17497.13,18,3,11,0.31,0
54,67925.68,4909.36,12,1,2,0.072,0
44,50423.36,24721.87,22,0,11,0.49,1
42,48678.9,25943.16,21,2,26,0.533,1
25,79916.9,1335.72,22,4,0,0.017,0
53,69455.49,14180.91,3,4,1,0.204,1
56,52357.17,13556.5,10,1,10,0.259,0
40,46006.67,34107.57,17,0,11,0.741,1
39,15856.51,26548.91,17,0,6,1.674,1
55,56491.35,3393.77,9,2,0,0.06,0
63,47477.92,9175.58,16,0,27,0.193,0
37,61079.12,7856.05,12,0,12,0.129,0
63,67156.38,17973.41,24,3,12,0.268,0
54,74658.42,27577.67,13,1,1,0.369,0
29,56739.86,15873.39,6,0,29,0.28,0
46,29072.79,19009.33,9,2,9,0.654,1
22,10000.0,9685.53,2,4,22,0.969,1
29,33506.0,18966.46,1,0,0,0.566,1
29,76669.77,11224.66,18,0,6,0.146,0
60,86469.83,1873.92,6,4,12,0.022,0
37,45241.98,18446.97,4,3,23,0.408,1
21,20780.81,14921.18,2,1,26,0.718,1
45,37031.73,6222.42,24,3,28,0.168,0
63,72756.12,28163.08,1,2,29,0.387,1
60,38179.74,8868.37,22,0,1,0.232,0
62,61782.48,19872.81,21,3,19,0.322,0
45,53371.17,12099.61,5,1,6,0.227,0
59,64200.07,27348.62,13,2,16,0.426,1
55,86360.22,13099.3,6,3,21,0.152,0
23,61795.63,1602.98,21,0,4,0.026,0
57,52938.33,21480.02,1,1,10,0.406,1
64,88567.47,27316.35,10,0,21,0.308,0
64,56991.04,11579.11,20,0,23,0.203,0
50,34141.05,20431.08,2,2,10,0.598,1
58,63749.31,16035.45,8,1,10,0.252,0
54,58949.11,11938.27,7,4,16,0.203,0
32,43841.95,21726.08,10,0,18,0.496,0
39,39648.28,8599.71,17,1,26,0.217,0
57,44034.81,15259.96,0,0,28,0.347,0
64,39362.21,17058.85,14,3,24,0.433,0
37,44684.8,16768.71,3,3,27,0.375,1
30,33144.07,8796.75,3,1,7,0.265,0
32,57723.09,31476.84,9,2,19,0.545,1
36,56224.03,25097.96,10,4,26,0.446,0
44,56904.04,22923.3,17,3,13,0.403,0
39,48752.61,26465.7,22,2,9,0.543,0
28,46446.73,15550.09,14,4,24,0.335,1
51,78840.12,12029.68,2,3,6,0.153,0
41,51348.12,6287.71,6,4,1,0.122,0
37,75275.34,9372.55,6,0,16,0.125,0
43,30071.68,6887.81,16,1,0,0.229,0
57,61783.56,10775.16,21,3,12,0.174,0
36,35305.94,17211.81,19,3,18,0.488,1
26,38876.96,22312.2,23,0,28,0.574,0
28,41761.88,22090.83,15,3,13,0.529,1
45,40508.02,5627.94,15,3,25,0.139,0
38,40607.91,20513.03,7,3,17,0.505,1
45,74345.5,24150.86,2,3,19,0.325,1
32,50908.22,12966.12,19,3,13,0.255,0
35,54501.11,24582.0,14,2,14,0.451,1
46,40856.8,22006.4,0,3,13,0.539,1
61,67138.79,4883.27,9,0,23,0.073,0
46,57101.13,32533.89,1,3,4,0.57,1
52,43821.43,9274.82,6,4,15,0.212,0
30,18314.32,22659.36,13,4,4,1.237,1
36,54325.93,22369.78,15,0,21,0.412,0
27,61513.59,5207.9,14,2,12,0.085,0
37,30423.04,16431.84,6,0,27,0.54,0
43,44092.11,22271.33,12,2,15,0.505,0
46,60743.21,5123.09,24,1,14,0.084,0
41,18581.44,15796.93,9,4,4,0.85,1
42,37022.96,22941.38,8,4,20,0.62,1
27,57538.18,23457.92,8,4,29,0.408,1
34,72100.37,11823.42,5,2,22,0.164,0
35,93715.6,27354.95,23,0,5,0.292,0
27,89173.1,25444.18,24,2,28,0.285,0
29,52875.39,16929.82,11,4,12,0.32,0
28,40315.46,9728.39,22,4,15,0.241,0
43,68462.45,5673.19,19,4,29,0.083,0
49,39128.14,18020.37,19,4,9,0.461,1
38,34758.09,26716.1,21,1,26,0.769,1
51,43894.68,13822.78,13,4,1,0.315,0
50,41386.53,8127.35,19,2,12,0.196,0
59,58252.61,21599.39,6,4,16,0.371,1
55,37951.97,16396.1,7,3,0,0.432,1
38,51702.44,19127.24,7,1,3,0.37,0
62,81899.07,10797.77,7,4,17,0.132,0
59,52442.81,12041.19,1,3,5,0.23,1
37,80334.85,10760.03,13,2,27,0.134,0
34,74041.13,18993.35,9,1,11,0.257,0
51,61840.8,12284.83,17,4,24,0.199,0
44,42916.94,19739.39,17,2,25,0.46,1
55,70810.16,10029.03,17,3,26,0.142,0
64,45000.5,18980.01,15,1,29,0.422,0
54,49959.81,20630.25,19,4,25,0.413,0
23,56603.97,17652.34,4,2,23,0.312,0
57,49892.65,22336.35,19,1,19,0.448,0
63,35594.65,11148.35,4,3,12,0.313,1
60,19458.02,20541.14,19,4,27,1.056,1
46,69182.66,16866.76,22,1,1,0.244,0
43,61406.84,8522.13,9,3,16,0.139,0
64,15587.78,1000.0,16,3,22,0.064,0
59,35064.25,1454.72,12,2,9,0.041,0
35,53581.31,1000.0,16,3,18,0.019,0
24,58851.45,18409.03,17,3,29,0.313,0
49,19630.93,12401.85,12,0,21,0.632,0
42,48215.23,15697.7,16,3,4,0.326,0
45,60793.09,13556.79,14,4,20,0.223,0
33,42969.76,19653.36,11,1,11,0.457,0
38,55116.59,19887.3,9,4,17,0.361,1
53,40248.96,15343.21,12,4,29,0.381,0
36,68183.93,15827.36,10,2,8,0.232,0
62,34014.29,16146.92,2,0,10,0.475,1
64,27158.44,26134.26,21,0,3,0.962,1
22,50578.54,1000.0,9,4,9,0.02,0
55,21329.48,9635.83,10,1,0,0.452,1
62,10000.0,21922.09,5,0,1,2.192,1
54,71674.71,23863.22,0,0,8,0.333,1
50,30315.51,18417.6,5,4,22,0.608,1
33,23326.97,13526.98,4,0,25,0.58,0
33,33764.82,29892.48,6,2,17,0.885,1
38,32866.99,16422.49,21,4,15,0.5,1
52,47157.77,15246.29,11,0,22,0.323,0
52,28130.27,25654.28,11,0,13,0.912,1
55,59963.72,18804.41,6,0,3,0.314,0
59,62924.68,22518.64,1,4,25,0.358,1
49,24500.17,23455.78,0,1,1,0.957,1
49,37638.07,12020.23,22,3,11,0.319,0
64,39538.86,29141.85,24,0,19,0.737,1
36,46699.85,1000.0,17,3,4,0.021,0
64,71653.67,1000.0,11,3,28,0.014,0
30,72806.27,9558.28,6,0,29,0.131,0
50,99977.35,11613.12,18,0,3,0.116,0
45,10000.0,17901.0,21,3,14,1.79,1
59,31514.09,9484.44,2,1,2,0.301,0
40,86280.18,14904.65,9,3,21,0.173,0
25,13985.99,13358.86,10,1,16,0.955,1
21,85825.3,31035.72,4,2,7,0.362,1
50,52947.03,8560.19,1,1,11,0.162,0
23,53682.66,1535.64,7,4,20,0.029,0
34,24404.04,23952.0,13,0,7,0.981,1
50,40976.74,9288.35,7,2,25,0.227,0
24,84947.53,14266.69,22,3,19,0.168,0
38,49046.34,9830.6,5,1,19,0.2,0
57,41110.02,20897.41,0,2,4,0.508,1
45,58114.38,4005.8,23,4,20,0.069,0
21,46155.65,1000.0,0,1,26,0.022,0
35,56903.02,25365.73,7,3,5,0.446,1
29,33005.17,16979.77,10,3,4,0.514,1
35,48456.95,23581.16,17,1,20,0.487,0
44,37178.47,25097.7,23,4,28,0.675,1
24,13920.67,7668.27,9,0,7,0.551,1
32,59639.16,15485.32,11,0,21,0.26,0
57,25324.54,19043.11,19,3,17,0.752,1
57,46705.18,14133.66,22,4,3,0.303,0
63,68521.36,12502.79,15,3,3,0.182,0
26,20043.73,13290.79,4,0,4,0.663,1
59,62093.68,23668.34,15,3,14,0.381,0
44,44003.73,12927.9,23,1,5,0.294,0
31,30669.53,19801.84,11,1,26,0.646,0
33,90458.47,17775.14,5,4,20,0.197,0
54,49988.87,7286.54,4,0,15,0.146,0
45,38638.14,17415.76,0,4,13,0.451,1
27,34395.74,2690.63,18,4,13,0.078,0
24,67623.25,18211.47,9,0,15,0.269,0
28,37758.88,22128.94,24,2,26,0.586,1
40,65130.36,23971.31,13,2,21,0.368,0
49,49950.4,7378.48,24,3,23,0.148,0
30,72323.76,10710.77,20,2,3,0.148,0
63,29149.21,17272.52,2,1,10,0.593,0
54,31938.74,11192.6,5,4,18,0.35,0
46,44379.89,1000.0,4,3,24,0.023,0
61,46038.67,10666.43,16,4,18,0.232,0
23,42908.86,17241.61,17,0,26,0.402,0
26,102628.81,23540.23,11,2,7,0.229,0
25,91264.94,28513.67,4,0,9,0.312,0
25,55981.1,15999.58,8,3,27,0.286,0
43,58339.44,19531.96,11,1,4,0.335,0
29,45271.36,22686.27,19,2,15,0.501,1
55,29003.49,1000.0,8,0,24,0.034,0
40,46358.56,6846.27,2,2,2,0.148,0
62,65422.36,15820.5,0,4,25,0.242,0
55,76112.54,27447.56,21,1,9,0.361,0
38,69914.17,20038.09,14,2,23,0.287,0
37,19804.51,17637.6,9,1,29,0.891,1
44,44215.45,13175.1,13,4,28,0.298,0
23,20622.65,18414.35,6,4,12,0.893,1
52,73376.87,10228.48,3,0,6,0.139,0
55,41752.31,8761.37,4,3,11,0.21,0
58,49057.8,9456.5,19,0,22,0.193,0
33,59601.01,25723.85,15,1,13,0.432,0
45,105322.8,8277.98,2,0,26,0.079,0
29,55365.5,11809.78,16,2,9,0.213,0
24,45234.58,18768.09,12,0,8,0.415,0
34,25179.16,7958.52,5,3,11,0.316,0
57,79172.79,16809.31,4,3,23,0.212,0
54,46367.27,16806.43,15,1,2,0.362,0
31,83142.85,10004.37,10,4,29,0.12,0
61,72112.26,12929.76,16,3,12,0.179,0
23,40740.88,7451.39,4,1,5,0.183,0
48,22154.48,26062.13,5,3,26,1.176,1
49,55451.38,17060.75,9,3,5,0.308,0
29,37701.93,6610.86,20,4,20,0.175,0
23,50786.92,16010.54,0,2,18,0.315,0
45,70980.99,16372.75,20,1,24,0.231,0
54,16928.36,1000.0,9,3,6,0.059,0
32,55292.28,25723.55,16,3,3,0.465,1
62,65191.92,7083.14,2,0,21,0.109,0
29,66162.21,31721.72,1,2,4,0.479,1
35,22729.16,21362.33,16,4,0,0.94,1
60,58386.73,5985.36,3,1,17,0.103,0
45,74070.73,12486.0,1,3,16,0.169,0
25,56864.68,22380.95,4,1,8,0.394,1
31,47686.12,13097.98,9,4,8,0.275,0
54,72792.26,24425.9,0,2,20,0.336,0
44,36113.62,11991.45,0,0,23,0.332,0
35,19403.34,14370.68,3,2,9,0.741,1
58,45988.04,22601.2,6,0,19,0.491,0
28,60700.9,19827.13,13,1,16,0.327,0
25,70778.74,7598.18,13,2,12,0.107,0
46,60610.05,18472.41,17,2,28,0.305,0
38,66716.42,16339.58,1,2,3,0.245,1
26,70906.23,7706.13,0,4,22,0.109,0
57,43212.46,3876.18,20,1,26,0.09,0
33,47041.21,1000.0,21,0,17,0.021,0
48,75743.36,12644.61,15,2,17,0.167,0
25,25796.86,14567.95,21,1,21,0.565,0
33,58582.66,19036.62,17,4,8,0.325,0
37,35665.82,21563.83,15,4,2,0.605,1
60,72005.23,11689.13,22,1,6,0.162,0
52,49641.29,14335.43,21,0,25,0.289,0
49,50151.88,8930.22,23,1,14,0.178,0
23,84577.6,15697.91,5,1,29,0.186,0
60,28479.14,22748.07,24,3,8,0.799,1
54,54316.39,15809.14,9,4,26,0.291,0
60,46397.48,24306.6,1,0,28,0.524,1
47,60648.23,22614.25,6,3,8,0.373,1
33,88586.62,26661.58,20,1,26,0.301,0
53,37895.17,16033.86,16,4,3,0.423,1
26,26052.05,10740.56,2,3,17,0.412,0
44,33813.45,19969.87,19,3,16,0.591,1
39,45343.64,12016.78,11,0,21,0.265,0
36,51284.62,19718.81,1,1,20,0.384,1
60,52290.58,9697.57,6,0,5,0.185,0
48,86053.22,8372.75,16,3,6,0.097,0
53,82496.78,24731.57,18,3,24,0.3,0
61,76058.93,6899.4,11,0,9,0.091,0
33,100288.77,23177.98,8,3,9,0.231,0
63,66481.97,19688.25,13,2,26,0.296,0
45,72167.1,15754.38,1,4,5,0.218,0
62,66095.41,1000.0,20,1,5,0.015,0
56,62818.11,26885.27,3,4,28,0.428,1
47,57887.93,7521.28,18,1,18,0.13,0
58,42062.86,22625.23,20,3,28,0.538,0
27,25064.44,9472.47,15,0,7,0.378,0
25,47386.92,8830.69,21,0,8,0.186,0
63,61315.47,20348.93,16,3,0,0.332,0
51,51445.24,19307.72,1,1,15,0.375,0
43,28693.29,5839.22,16,3,5,0.204,0
62,46682.34,26494.07,18,1,22,0.568,0
30,45639.94,13351.63,7,3,26,0.293,0
52,48752.91,15551.43,23,3,7,0.319,0
63,59818.31,12623.38,19,3,14,0.211,0
50,64125.16,6177.89,5,0,11,0.096,0
59,39998.97,20881.8,11,1,9,0.522,0
51,69622.42,17316.41,24,3,15,0.249,0
38,72632.76,8559.32,22,4,14,0.118,0
56,56406.04,22553.07,17,4,10,0.4,1
22,63295.01,15438.7,1,0,23,0.244,0
34,69684.63,15611.02,18,2,6,0.224,0
33,28047.11,29212.15,23,0,7,1.042,1
49,71094.63,2136.0,9,2,10,0.03,0
32,34198.78,2030.37,24,0,8,0.059,0
59,36145.97,3831.96,2,4,25,0.106,0
22,53925.78,17909.07,24,3,6,0.332,0
52,10000.0,12127.65,11,1,14,1.213,1
33,53512.41,12763.63,15,3,14,0.239,0
47,69635.62,7460.67,11,4,15,0.107,0
61,17081.52,28322.01,7,1,2,1.658,1
37,71780.19,31008.14,4,2,15,0.432,1
60,36024.25,22191.24,10,2,14,0.616,1
51,54137.24,2941.71,9,4,24,0.054,0
54,38928.51,11104.83,2,1,0,0.285,0
44,61458.37,21619.69,22,3,13,0.352,0
55,70498.95,14633.37,8,4,23,0.208,0
26,62940.21,22217.76,11,2,21,0.353,0
39,49920.38,24982.52,5,4,10,0.5,1
50,40482.89,30257.57,18,3,2,0.747,1
27,48613.96,9761.08,15,0,8,0.201,0
30,63119.43,15650.28,20,0,5,0.248,0
61,63805.33,11473.89,22,3,22,0.18,0
52,61016.53,1000.0,23,1,15,0.016,0
54,24348.45,20612.7,13,4,10,0.847,1
48,49539.55,19507.53,3,3,17,0.394,1
35,37331.42,10625.39,17,0,16,0.285,0
50,63298.58,2215.56,9,2,16,0.035,0
57,34700.56,11927.01,17,3,2,0.344,1
49,59041.08,20849.01,11,3,26,0.353,0
42,44356.24,25698.66,18,3,18,0.579,1
24,12418.08,9299.37,7,0,23,0.749,1
40,68619.19,23861.57,0,0,22,0.348,0
52,49494.26,19979.77,13,3,14,0.404,0
56,75519.55,18305.87,22,3,9,0.242,0
24,16693.82,4651.58,5,1,7,0.279,0
47,44169.57,4999.24,13,2,16,0.113,0
37,45671.91,8353.71,1,4,3,0.183,0
32,55404.13,12388.9,8,4,7,0.224,0
42,23496.25,29405.97,11,4,25,1.252,1
37,60880.76,9702.12,4,0,1,0.159,0
30,88233.25,21170.01,1,0,22,0.24,0
21,59490.75,11281.89,18,1,7,0.19,0
42,51857.45,18781.66,6,0,29,0.362,0
46,22450.85,14496.15,6,3,24,0.646,1
38,34515.08,16416.19,9,2,6,0.476,1
34,48883.1,17956.92,16,2,27,0.367,0
49,39404.47,13004.34,13,2,8,0.33,0
32,70525.13,17995.71,10,2,17,0.255,0
56,60674.06,24871.33,19,4,26,0.41,0
55,103847.57,8967.08,5,4,16,0.086,0
32,30382.83,24486.93,7,3,0,0.806,1
27,50662.29,12878.38,18,1,26,0.254,0
49,22330.15,12032.06,18,0,11,0.539,0
31,10000.0,20596.47,23,0,3,2.06,1
53,64454.42,12270.73,23,4,16,0.19,0
26,59932.31,17553.35,23,2,6,0.293,0
35,32908.19,16805.98,16,3,23,0.511,0
52,51860.59,1000.0,23,1,2,0.019,0
31,37414.65,18340.68,23,4,29,0.49,0
43,40115.85,3471.19,17,3,0,0.087,0
46,43594.31,4080.95,11,3,18,0.094,0
54,32068.7,17931.71,8,4,1,0.559,1
54,35667.0,19292.72,22,3,5,0.541,0
49,36231.29,24640.4,23,2,10,0.68,1
24,58457.58,6285.06,15,3,22,0.108,0
37,10000.0,9069.77,17,1,24,0.907,1
55,45447.41,18714.93,15,3,20,0.412,1
33,28246.36,24794.22,15,0,3,0.878,1
61,28968.95,16537.4,3,3,0,0.571,1
59,39486.93,7976.01,22,4,10,0.202,0
35,49713.21,27051.34,21,0,15,0.544,0
49,45711.76,12901.07,6,4,29,0.282,0
49,28718.79,13150.39,0,1,5,0.458,1
31,64433.93,3513.22,23,2,10,0.055,0
52,31947.92,20792.7,22,1,7,0.651,1
22,35305.87,21820.84,19,0,19,0.618,1
34,55689.84,9353.35,0,2,0,0.168,0
40,56407.37,29009.66,7,3,13,0.514,1
42,37766.01,10302.97,22,0,29,0.273,0
31,10000.0,20002.04,7,2,20,2.0,1
47,32290.18,16789.19,9,4,25,0.52,1
23,53237.76,1000.0,0,2,20,0.019,0
37,63772.16,19351.23,20,4,1,0.303,0
64,48414.07,18633.0,24,4,5,0.385,0
48,40420.28,1000.0,20,2,25,0.025,0
49,95864.22,27202.67,13,1,8,0.284,0
41,42550.28,18665.51,13,1,13,0.439,1
36,62244.65,24915.21,9,4,21,0.4,1
57,23298.96,1271.14,18,0,7,0.055,0
40,28196.64,11716.54,24,2,25,0.416,0
26,62946.51,24444.82,15,0,2,0.388,0
39,70891.23,2453.67,8,1,9,0.035,0
25,42205.66,11951.12,19,0,17,0.283,0
23,13027.29,18252.01,15,3,19,1.401,1
21,46648.85,1000.0,19,3,27,0.021,0
58,53788.12,4428.88,7,1,8,0.082,0
35,51976.36,26056.67,6,0,8,0.501,1
54,38732.21,15478.36,10,2,18,0.4,0
55,46942.32,24413.6,20,1,27,0.52,0
45,35004.46,16456.76,5,3,12,0.47,1
44,27763.24,34647.17,14,1,0,1.248,1
32,65113.37,18509.86,18,0,16,0.284,0
38,51955.97,25158.23,13,0,3,0.484,1
35,46986.33,13031.31,14,0,3,0.277,0
64,39857.05,16685.84,5,4,26,0.419,0
36,46396.53,20134.97,23,0,15,0.434,0
47,53206.33,21462.45,9,3,27,0.403,1
28,84573.63,14688.07,13,3,15,0.174,0
45,63090.74,15021.96,15,4,14,0.238,0
37,36673.82,19015.36,12,3,25,0.518,1
49,36884.73,19010.1,10,3,5,0.515,1
28,33766.38,6799.53,24,1,4,0.201,0
35,45989.59,16799.69,2,0,21,0.365,0
47,33750.97,17566.19,7,1,9,0.52,0
27,59496.47,7189.45,2,1,6,0.121,0
23,10000.0,22247.41,1,3,6,2.225,1
49,60703.37,18301.96,20,2,9,0.301,0
64,55507.55,33645.19,13,0,29,0.606,0
44,75254.85,14791.89,19,2,9,0.197,0
23,67535.79,24088.89,20,3,24,0.357,0
40,36326.04,19313.0,21,4,14,0.532,1
35,65285.96,30371.52,14,1,5,0.465,1
45,46638.65,7240.15,2,3,23,0.155,0
50,11313.86,11037.49,0,3,1,0.976,1
34,53176.64,7514.34,14,2,7,0.141,0
27,37514.93,14376.66,19,4,24,0.383,0
37,50004.43,6002.21,21,1,19,0.12,0
64,83029.0,2791.33,1,4,14,0.034,0
40,54495.74,1000.0,17,4,20,0.018,0
56,29653.3,1000.0,0,4,20,0.034,0
29,69288.3,20251.13,8,0,17,0.292,0
58,57250.85,11356.49,2,4,4,0.198,0
42,27296.76,5129.98,1,3,24,0.188,0
22,17875.24,9727.36,3,0,3,0.544,0
44,30453.25,10776.78,15,0,9,0.354,0
28,66726.04,7283.2,21,4,18,0.109,0
31,43967.96,27844.4,0,3,13,0.633,1
33,51622.85,26334.63,8,1,22,0.51,0
37,23229.41,27707.92,24,4,23,1.193,1
28,67264.38,16433.57,7,0,12,0.244,0
41,10000.0,17243.72,5,1,28,1.724,1
38,36892.45,9779.09,19,1,9,0.265,0
50,58369.28,8223.43,17,0,21,0.141,0
38,27547.37,15173.8,15,1,5,0.551,0
51,62282.59,20218.85,7,3,12,0.325,1
58,32616.12,24566.15,22,3,20,0.753,0
52,25478.59,10632.09,3,4,10,0.417,1
31,75729.64,4978.13,2,4,21,0.066,0
45,53078.6,20871.88,14,1,24,0.393,0
53,60380.72,1000.0,5,0,14,0.017,0
58,70364.19,14686.32,0,3,1,0.209,1
61,10000.0,15714.44,17,2,25,1.571,1
28,62695.65,11969.7,22,4,26,0.191,0
31,34779.5,2638.04,10,3,14,0.076,0
42,37414.54,12075.11,2,1,18,0.323,1
44,58748.82,28140.34,12,3,16,0.479,1
61,42739.18,19733.77,16,3,19,0.462,0
37,61890.42,24293.72,17,1,17,0.393,0
32,49183.14,5262.39,13,4,5,0.107,0
52,53364.18,17045.66,24,4,14,0.319,0
35,40195.57,15706.72,6,2,28,0.391,0
36,28701.33,15861.64,6,2,16,0.553,1
42,35193.65,19446.77,13,4,23,0.553,1
48,47943.52,16178.58,23,4,25,0.337,0
40,86744.77,5484.33,14,4,21,0.063,0
53,79438.13,19906.03,11,4,8,0.251,0
30,36934.08,21727.07,11,3,11,0.588,1
60,51205.15,25555.83,7,2,21,0.499,1
52,44245.54,25909.22,15,1,25,0.586,1
53,52605.33,18811.46,8,0,22,0.358,0
22,55178.25,5857.3,1,1,4,0.106,0
53,60550.3,2764.93,13,0,13,0.046,0
53,10000.0,13183.25,23,3,23,1.318,1
61,57329.97,22355.77,23,2,7,0.39,0
33,42021.58,21840.28,15,0,25,0.52,0
50,35901.24,17191.99,4,4,24,0.479,1
